title,date,make,year,price,VIN,fuel,odometer,cylinders,paint color,title status,transmission,type,link
2001 Honda Civic four-door,2017-09-04 13:28,honda,2001,$2750,NOT INDICATED,gas,195000,4 cylinders,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2001-honda-civic-four-door/6268527294.html
2012 Kia Soul,2017-09-04 13:28,kia,2012,$7000,NOT INDICATED,gas,85000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2012-kia-soul/6292976798.html
2011 Honda Insight Hatchback,2017-09-04 13:28,honda,2011,$5500,NOT INDICATED,gas,97000,4 cylinders,grey,salvage,automatic,hatchback,https://sacramento.craigslist.org/cto/d/2011-honda-insight-hatchback/6253924184.html
Clean2001 Toyota 4runner SR5 82k miles - 3.4L/gas/automatic/excellent-,2017-09-04 13:28,toyota,2001,$1500,NOT INDICATED,gas,NOT INDICATED,6 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/clean2001-toyota-4runner-sr5/6292905982.html
2003 Honda civic lx,2017-09-04 13:27,honda,2003,$2300,2hges16563h549129,gas,161000,4 cylinders,blue,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2003-honda-civic-lx/6292975541.html
2006 Toyota Tacoma 4dr access cab,2017-09-04 13:27,toyota,2006,$8900,NOT INDICATED,gas,168000,4 cylinders,white,salvage,manual,pickup,https://sacramento.craigslist.org/cto/d/2006-toyota-tacoma-4dr-access/6281637228.html
C4 Corvette 96 4000obo,2017-09-04 13:27,NOT INDICATED,1996,$4000,NOT INDICATED,gas,140000,8 cylinders,green,clean,automatic,hatchback,https://sacramento.craigslist.org/cto/d/c4-corvetteobo/6270527533.html
2006 Chevy avalanche,2017-09-04 13:27,chevy,2006,$6900,NOT INDICATED,gas,165000,8 cylinders,white,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/2006-chevy-avalanche/6292974895.html
"2003 Toyota Camry SE ""one owner""",2017-09-04 13:26,toyota,2003,$5200,NOT INDICATED,gas,132000,4 cylinders,blue,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2003-toyota-camry-se-one-owner/6281624926.html
2001 Honda Accord 5 SPEED,2017-09-04 13:26,honda,2001,$3200,NOT INDICATED,gas,131000,4 cylinders,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-honda-accord-5-speed/6290524658.html
?  2012 Mercedes-Benz M-Class -- $387 PER MONTH,2017-09-04 13:26,mercedes-benz,2012,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2012-mercedes-benz-class-387/6292973897.html
2008 Ford Expedition XLT,2017-09-04 13:26,ford,2008,$7500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-ford-expedition-xlt/6292973769.html
1998 Toyota Avalon XL,2017-09-04 13:26,toyota,1998,$2499,NOT INDICATED,gas,NOT INDICATED,6 cylinders,blue,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1998-toyota-avalon-xl/6288598042.html
98 Honda passport,2017-09-04 13:26,honda,1998,$350,NOT INDICATED,gas,NOT INDICATED,6 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/98-honda-passport/6292973635.html
2005 Toyota Sienna XLE $6600,2017-09-04 13:26,toyota,2005,$6600,NOT INDICATED,gas,147500,6 cylinders,silver,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-toyota-sienna-xle-6600/6254547359.html
2003 Mustang Mach 1 For sale,2017-09-04 13:26,Ford,2003,$12500,NOT INDICATED,gas,95000,8 cylinders,grey,clean,manual,coupe,https://sacramento.craigslist.org/cto/d/2003-mustang-mach-1-for-sale/6265508923.html
2006 GMC Sierra SLE 4X4 Single Cab 78k miles Hablo Espanol,2017-09-04 13:26,gmc,2006,$10900,3GTEK14Z96G233832,gas,78000,8 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-gmc-sierra-sle-4x4/6292973215.html
"2008 Ford *F-150* *F150* *F150* 2WD SuperCab 145"" XLT BEST DEALS IN TOWN",2017-09-04 13:26,ford,2008,$6995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2008-ford-150-fwd-supercab/6292973235.html
"1995 Ford Ranger standard cab ""one owner""",2017-09-04 13:25,ford,1995,$3000,NOT INDICATED,gas,161000,4 cylinders,green,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1995-ford-ranger-standard-cab/6281625176.html
2011 Hyundai Sonata SE 2.0T 4dr Sedan ? ANY CREDIT!,2017-09-04 13:25,hyundai,2011,$11995,5NPEC4AB3BH254117,other,71042,NOT INDICATED,blue,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2011-hyundai-sonata-se-20t/6292972538.html
Parting 1969 Chevrolet El Camino,2017-09-04 13:24,chevrolet,1969,NOT INDICATED,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/parting-1969-chevrolet-el/6260973433.html
2015 Mazda CX-9 3RD ROW SEATING 7K MILES !!,2017-09-04 13:24,mazda,2015,$13999,JM3TB2BA9F0468012,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2015-mazda-cx-9-3rd-row/6292971549.html
Chevy shortBed c10,2017-09-04 13:24,chevy,NOT INDICATED,$7000,NOT INDICATED,gas,14320,8 cylinders,purple,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/chevy-shortbed-c10/6289471795.html
2002 Toyota Camry,2017-09-04 13:24,toyota,2002,$3600,NOT INDICATED,gas,118000,4 cylinders,grey,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2002-toyota-camry/6292970698.html
"2005 Acura TL Fully Loaded 173,XXX",2017-09-04 13:24,acura,2005,$4500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-acura-tl-fully-loaded/6292970579.html
? 2016 Ford Taurus  Limited,2017-09-04 13:23,ford,2016,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2016-ford-taurus-limited/6292970071.html
2002 Subaru WRX 2.0 Turbo AWD,2017-09-04 13:22,subaru,2002,$5000,NOT INDICATED,gas,186000,4 cylinders,black,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2002-subaru-wrx-20-turbo-awd/6284209241.html
Jeep liberty,2017-09-04 13:22,jeep,NOT INDICATED,$5300,NOT INDICATED,gas,NOT INDICATED,6 cylinders,silver,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/jeep-liberty/6285046094.html
2005 ACURA MDX AWD TOURING FULLY LOADED,2017-09-04 13:22,acura,2005,$5990,NOT INDICATED,gas,171300,6 cylinders,black,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2005-acura-mdx-awd-touring/6272667751.html
1999 Chevy truck,2017-09-04 13:22,chevy,1999,$2000,NOT INDICATED,gas,180000,8 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1999-chevy-truck/6292968658.html
"2004 Land Rover Discovery S BUILT, all new Top Hat engine, lift, tires",2017-09-04 13:22,NOT INDICATED,2004,$15950,NOT INDICATED,gas,110001,8 cylinders,black,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2004-land-rover-discovery/6292968566.html
2014 Toyota Yaris,2017-09-04 13:22,toyota,2014,$8799,JTDJTUD35ED574360,gas,17676,4 cylinders,red,salvage,automatic,coupe,https://sacramento.craigslist.org/cto/d/2014-toyota-yaris/6282461230.html
2011 Lexus ES350,2017-09-04 13:22,lexus,2011,$19000,NOT INDICATED,gas,66600,6 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2011-lexus-es350/6292968387.html
2006 Toyota Sienna XLE,2017-09-04 13:22,toyota,2006,$7600,NOT INDICATED,gas,NOT INDICATED,6 cylinders,blue,clean,automatic,mini-van,https://sacramento.craigslist.org/cto/d/2006-toyota-sienna-xle/6292945475.html
Lincoln aviator,2017-09-04 13:21,lincoln,NOT INDICATED,NOT INDICATED,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/lincoln-aviator/6292967722.html
Trade for Jeep CJ or Wrangler,2017-09-04 13:21,jeep,NOT INDICATED,$4000,NOT INDICATED,gas,19400,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/trade-for-jeep-cj-or-wrangler/6283567836.html
GSA Auto Auction 9/18/2017:2010 Dodge Ram 1500 4x4 Pickup Truck,2017-09-04 13:21,NOT INDICATED,2017,NOT INDICATED,1D7RV1GP3AS242553,gas,36827,NOT INDICATED,white,clean,automatic,pickup,https://sacramento.craigslist.org/ctd/d/gsa-auto-auctiondodge-ramx4/6292967093.html
2010 *F-150* *F150* *F150* SuperCrew 4X4 XLT  Weekend Special....Financing,2017-09-04 13:20,NOT INDICATED,2010,$12995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/fsupercrew-4x4-xlt-weekend/6292966627.html
2008 f250 diesel lifted,2017-09-04 13:20,NOT INDICATED,2008,$12000,NOT INDICATED,diesel,340,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-f250-diesel-lifted/6292966035.html
2007 Chrysler Pacifica Touring,2017-09-04 13:20,chrysler,2007,$4000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2007-chrysler-pacifica-touring/6284940219.html
5.4 liter Ford Police Incerceptor (Crown Vic),2017-09-04 13:20,ford,NOT INDICATED,$3000,P71,gas,80000,8 cylinders,black,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/54-liter-ford-police/6290481626.html
Honda Civic 2015,2017-09-04 13:20,honda,2015,$12000,NOT INDICATED,gas,14000,4 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/honda-civic-2015/6257311189.html
2008 BMW Z4si Roadster,2017-09-04 13:20,bmw,2008,$13800,NOT INDICATED,gas,101342,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-bmw-z4si-roadster/6292965216.html
2008 NISSAN ROGUE SL AWD REBUILDER EASY FIXER RUNS & DRIVES,2017-09-04 13:19,nissan,2008,$4250,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-nissan-rogue-sl-awd/6288389587.html
2014 Toyota Camry  LE 4 Cylinder,2017-09-04 13:19,toyota,2014,$10500,NOT INDICATED,gas,85000,4 cylinders,NOT INDICATED,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2014-toyota-camry-le-4/6285995805.html
2014 Dodge Dart SXT ***No Hassle. No Pressure. EVER***,2017-09-04 13:19,dodge,2014,$11200,1C3CDFBB4ED819889,gas,42066,NOT INDICATED,white,clean,other,sedan,https://sacramento.craigslist.org/ctd/d/2014-dodge-dart-sxt-no-hassle/6292964264.html
2010 MERCEDES ML350 SPORT * 66K LOW MILES * NAVIGATION * WARRANTY * WE,2017-09-04 13:18,NOT INDICATED,2010,$18999,4JGBB5GB1AA565906,gas,66000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2010-mercedes-ml350-sport-66k/6292963657.html
2007 MERCEDES C230 SPORT * LOW MILES * LEATHER * WARRANTY *,2017-09-04 13:18,NOT INDICATED,2007,$6999,WDBRF52H77F895983,gas,100,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2007-mercedes-c230-sport-low/6292963492.html
2004 Chevrolet Silverado 2500 HD Crew Cab LS Pickup 4D CHEVY Truck,2017-09-04 13:18,NOT INDICATED,2004,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2004-chevrolet-silverado-2500/6292963323.html
2004 Pontiac grand prix GT,2017-09-04 13:18,pontiac,2004,$2300,2G2WP522141245227,gas,100000,6 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2004-pontiac-grand-prix-gt/6292963067.html
2010 Dodge Caliber*****low miles 150k*****,2017-09-04 13:18,dodge,2010,$3400,NOT INDICATED,gas,157952,4 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2010-dodge-caliberlow-miles/6279479316.html
Subaru Legacy 2011 Limited,2017-09-04 13:17,subaru,2011,$11000,NOT INDICATED,gas,73000,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/subaru-legacy-2011-limited/6279690504.html
2004 Ford Expedition 4X4,2017-09-04 13:17,ford,2004,$4985,1FMFU18L54LA41582,gas,241298,8 cylinders,blue,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2004-ford-expedition-4x4/6292961873.html
2001 TOYOTA PRIUS CLEAN TITLE NEW SMOG LOW MILES,2017-09-04 13:17,toyota,2001,$3000,JT2BK12U110025542,hybrid,142,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-toyota-prius-clean-title/6292868367.html
2003 BMW 325i 4dr Sedan! ALL POWER! LOADED 3 SERIES! --SPORT PACKAGE!*,2017-09-04 13:17,bmw,2003,$2000,WBAET37463NJ24124,gas,NOT INDICATED,6 cylinders,silver,rebuilt,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2003-bmw-325i-4dr-sedan-all/6292961611.html
Towtruck+5th wheel hauler Dodge 3500,2017-09-04 13:16,dodge,3500,$37000,NOT INDICATED,diesel,NOT INDICATED,NOT INDICATED,silver,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/towtruck5th-wheel-hauler/6292960454.html
86 Chevy Truck long bed,2017-09-04 13:15,chevy,1986,$2000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/86-chevy-truck-long-bed/6287223606.html
2012 Ford Focus 4dr Sdn SE Great Vehicle,2017-09-04 13:15,ford,2012,$6995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2012-ford-focus-4dr-sdn-se/6292959834.html
Toyota Highlander,2017-09-04 13:14,toyota,NOT INDICATED,$6899,NOT INDICATED,gas,104750,6 cylinders,black,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/toyota-highlander/6292896917.html
? 2013 BMW X1  xDrive35i,2017-09-04 13:14,bmw,2013,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2013-bmw-x1-xdrive35i/6292958390.html
? 2016 Ford F-150  Crew Cab Pickup,2017-09-04 13:14,ford,2016,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2016-ford-150-crew-cab-pickup/6292958211.html
1966 Chevrolet Chevelle SS396,2017-09-04 13:14,chevrolet,1966,$28000,138,gas,NOT INDICATED,8 cylinders,brown,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/1966-chevrolet-chevelle-ss396/6292957732.html
2014 Acura MDX  4D Sport Utility 3.5L Technology Package,2017-09-04 13:14,acura,2014,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2014-acura-mdx-4d-sport/6292957694.html
2003 BMW 325i,2017-09-04 13:14,bmw,2003,$3800,NOT INDICATED,gas,151000,6 cylinders,silver,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/2003-bmw-325i/6292957177.html
2004 Chrysler 300M****84k original miles******,2017-09-04 13:13,chrysler,2004,$2900,NOT INDICATED,gas,84055,6 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-chrysler-300m84k/6261227666.html
2007 ford AWD,2017-09-04 13:13,ford,2007,$4800,NOT INDICATED,gas,108000,6 cylinders,black,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2007-ford-awd/6292956513.html
2005 Volvo S60 R,2017-09-04 13:13,volvo,2005,$3600,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-volvo-s60/6275081123.html
2001 Honda Accord EX,2017-09-04 13:13,honda,2001,$4000,NOT INDICATED,gas,73984,4 cylinders,custom,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2001-honda-accord-ex/6270420221.html
Mechanic special,2017-09-04 13:13,NOT INDICATED,NOT INDICATED,$1800,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/mechanic-special/6259962526.html
2001 Toyota Avalon XLS,2017-09-04 13:12,toyota,2001,$3500,NOT INDICATED,gas,66,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-toyota-avalon-xls/6284444808.html
2005 Toyota Prius,2017-09-04 13:12,toyota,2005,$3200,NOT INDICATED,hybrid,125,4 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-toyota-prius/6254358302.html
2001 Mercedes E430,2017-09-04 13:12,NOT INDICATED,2001,$2800,NOT INDICATED,gas,129,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-mercedes-e430/6289767180.html
2013 Honda Crosstour EX-L,2017-09-04 13:12,honda,2013,$12500,NOT INDICATED,gas,42,4 cylinders,white,salvage,automatic,wagon,https://sacramento.craigslist.org/cto/d/2013-honda-crosstour-ex/6289866122.html
2001 Honda Accord EX,2017-09-04 13:12,honda,2001,$4100,Ask,gas,74000,4 cylinders,custom,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2001-honda-accord-ex/6289866536.html
2012 Ford Escape XLT,2017-09-04 13:12,ford,2012,$8600,1FMCU0DG8CKB58146,gas,88600,6 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2012-ford-escape-xlt/6292954623.html
GSA Auto Auction 9/18/2017: 2007 International 4300 Flatbed Truck,2017-09-04 13:12,NOT INDICATED,2017,NOT INDICATED,1HTMMAAL28H632938,gas,83031,NOT INDICATED,white,clean,automatic,truck,https://sacramento.craigslist.org/ctd/d/gsa-auto-auctioninternational/6292954593.html
1977 BMW 630csi Price Drop,2017-09-04 13:11,bmw,1977,$2300,NOT INDICATED,gas,240000,6 cylinders,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1977-bmw-630csi-price-drop/6277279994.html
2013 NISSAN SENTRA // Clean Title // One Owner,2017-09-04 13:11,nissan,2013,$7500,NOT INDICATED,gas,108070,4 cylinders,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2013-nissan-sentra-clean/6292934123.html
1962 chevy,2017-09-04 13:11,chevy,1962,$6000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1962-chevy/6272354280.html
2001 Honda Civic ex $2300obo,2017-09-04 13:11,honda,2001,$2300,NOT INDICATED,gas,236000,4 cylinders,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-honda-civic-ex-2300obo/6292918933.html
1968 chevy,2017-09-04 13:11,chevy,1968,$2800,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1968-chevy/6280348148.html
"Civic,coupe,honda,gas saver,jdm,acura,si,",2017-09-04 13:11,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,gas,107000,4 cylinders,silver,salvage,manual,coupe,https://sacramento.craigslist.org/cto/d/civiccoupehondagas/6292953302.html
2016 Dodge Charger  4D Sedan R T,2017-09-04 13:11,dodge,2016,$24991,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2016-dodge-charger-4d-sedan-t/6292953296.html
2007 Lexus GX 470 -4WD -V8 -Runningboards,2017-09-04 13:11,lexus,2007,$14988,JTJBT20X370137224,gas,115783,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2007-lexus-gx-470-4wd-v8/6292953208.html
2012 Ford Fiesta 5dr HB SE Great Vehicle,2017-09-04 13:10,ford,2012,$6955,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2012-ford-fiesta-5dr-hb-se/6292952889.html
02 Jeep Grand Cherokee,2017-09-04 13:10,jeep,2002,$1200,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/02-jeep-grand-cherokee/6258703019.html
2001 Ford F350 XLT 7.3 4X4,2017-09-04 13:10,ford,2001,$17000,NOT INDICATED,diesel,180580,NOT INDICATED,silver,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2001-ford-f350-xlt-73-4x4/6292952171.html
2006 Nissan Altima 3.5L V6,2017-09-04 13:10,nissan,2006,$3000,NOT INDICATED,gas,188500,6 cylinders,white,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-nissan-altima-35l-v6/6292951818.html
"Mazda RX8 Rotary Car 2007, GPS, Leather LOADED",2017-09-04 13:10,mazda,2007,$2900,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,black,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/mazda-rx8-rotary-car-2007-gps/6292839307.html
1959 Chevrolet Apache Sweet Condition,2017-09-04 13:08,chevrolet,1959,$11500,NOT INDICATED,gas,88500,other,orange,clean,manual,pickup,https://sacramento.craigslist.org/cto/d/1959-chevrolet-apache-sweet/6282925937.html
